price,area,bedrooms,bathrooms,address,price_per_m2
5.69,63.0,3.0,2.0,gò vấp,0.09031746031746032
1.584,84.0,2.0,2.0,quận 5,0.018857142857142857
8.0,73.2,2.0,2.0,quận 2,0.1092896174863388
2.9,59.0,2.0,2.0,quận 9,0.04915254237288135
180.0,360.0,4.0,3.0,quận 2,0.5
1.82,78.0,2.0,2.0,quận 10,0.023333333333333334
1.75,85.0,2.0,2.0,quận 5,0.020588235294117647
30.5,127.0,3.0,2.0,quận 2,0.24015748031496062
5.2,55.0,3.0,2.0,quận 9,0.09454545454545454
3.52,69.0,2.0,2.0,quận 7,0.051014492753623186
4.4,69.36,2.0,2.0,nhà bè,0.06343713956170705
66.0,250.0,3.0,3.0,quận 2,0.264
17.3,75.0,2.0,2.0,quận 2,0.2306666666666667
2.025,55.0,1.0,1.0,quận 3,0.03681818181818182
10.5,107.0,3.0,2.0,quận 2,0.09813084112149532
24.5,160.0,5.0,6.0,thủ đức,0.153125
2.9,58.5,1.0,1.0,quận 9,0.04957264957264957
1.25,20.0,1.0,1.0,quận 5,0.0625
13.2,97.0,3.0,0.0,quận 1,0.1360824742268041
6.5,80.0,2.0,2.0,quận 4,0.08125
1.98,47.2,1.0,1.0,quận 9,0.04194915254237288
1.1,68.0,2.0,2.0,quận 3,0.016176470588235296
1.58,71.0,2.0,2.0,quận 4,0.022253521126760566
2.5,60.0,2.0,1.0,quận 9,0.041666666666666664
30.59,530.5,6.0,6.0,tân phú,0.05766258246936852
6.5,99.0,3.0,2.0,nhà bè,0.06565656565656566
9.2,96.0,2.0,2.0,quận 2,0.09583333333333333
5.5,76.15,2.0,2.0,quận 9,0.072225869993434
3.5,50.0,2.0,2.0,quận 9,0.07
4.4,78.0,2.0,2.0,bình chánh,0.05641025641025642
4.8,84.0,3.0,2.0,quận 5,0.05714285714285714
14.5,137.0,3.0,3.0,quận 2,0.10583941605839416
3.0,75.0,3.0,3.0,quận 9,0.04
16.9,80.0,14.0,15.0,bình thạnh,0.21125
1.595,60.0,2.0,1.0,quận 3,0.026583333333333334
1.99,72.0,2.0,2.0,quận 3,0.02763888888888889
1.535,62.0,2.0,2.0,quận 5,0.02475806451612903
8.6,48.0,1.0,1.0,quận 1,0.17916666666666667
